0.25	0.586673
0.26	0.662634
0.27	0.749124
0.28	0.840138
0.29	0.923624
0.3	0.982261
0.31	0.999537
0.32	0.969232
0.33	0.900036
0.34	0.810241
0.35	0.718552
0.36	0.640208
0.37	0.598296
0.38	0.990301
0.39	0.289883
0.4	0.275414
0.41	0.0966854
0.42	0.409323
0.43	0.334917
0.44	0.311275
0.45	0.301149
0.46	0.299112
0.47	0.303926
0.48	0.315726
0.49	0.335355
0.5	0.358922
0.51	0.479225
0.52	0.691851
0.53	0.0301872
0.54	0.273898
0.55	0.684455
0.56	0.738379
0.57	0.840594
0.58	0.938924
0.59	0.996017
